db_id,uniprot_accession,uniprot_id
DB00690,P48169,GBRA4_HUMAN
DB00690,Q16445,GBRA6_HUMAN
DB00691,P22966,ACET_HUMAN
DB00691,P12821,ACE_HUMAN
DB00691,Q9BYF1,ACE2_HUMAN
DB00692,P08913,ADA2A_HUMAN
DB00692,P01275,GLUC_HUMAN
DB00692,P06881,CALCA_HUMAN
DB00692,P27815,PDE4A_HUMAN
DB00694,P08183,MDR1_HUMAN
DB00694,P33527,MRP1_HUMAN
DB00695,Q13621,S12A1_HUMAN
DB00695,P05023,AT1A1_HUMAN
DB00696,P35348,ADA1A_HUMAN
DB00696,P28221,5HT1D_HUMAN
DB00696,P28222,5HT1B_HUMAN
DB00696,P28223,5HT2A_HUMAN
DB00696,P08913,ADA2A_HUMAN
DB00696,P14416,DRD2_HUMAN
DB00696,P18089,ADA2B_HUMAN
DB00696,P23975,SC6A2_HUMAN
DB00697,P08913,ADA2A_HUMAN
DB00699,P35348,ADA1A_HUMAN
DB00700,P08235,MCR_HUMAN
DB00703,P00915,CAH1_HUMAN
DB00704,P35372,OPRM_HUMAN
DB00704,P01375,TNFA_HUMAN
DB00704,P41145,OPRK_HUMAN
DB00704,P41143,OPRD_HUMAN
DB00706,P35348,ADA1A_HUMAN
DB00706,P25100,ADA1D_HUMAN
DB00706,P35368,ADA1B_HUMAN
DB00706,P02763,A1AG1_HUMAN
DB00707,P01130,LDLR_HUMAN
DB00708,P35372,OPRM_HUMAN
DB00711,P09917,LOX5_HUMAN
DB00711,P00395,COX1_HUMAN
DB00712,P35354,PGH2_HUMAN
DB00712,P23219,PGH1_HUMAN
DB00712,P02768,ALBU_HUMAN
DB00714,P14416,DRD2_HUMAN
DB00714,P21728,DRD1_HUMAN
DB00714,P21917,DRD4_HUMAN
DB00714,P35462,DRD3_HUMAN
DB00714,P21918,DRD5_HUMAN
DB00714,Q9NYX4,D1IP_HUMAN
DB00715,P31645,SC6A4_HUMAN
DB00715,P23975,SC6A2_HUMAN
DB00715,P28223,5HT2A_HUMAN
DB00716,Q9Y271,CLTR1_HUMAN
DB00716,Q9NS75,CLTR2_HUMAN
DB00716,Q13258,PD2R_HUMAN
DB00716,P35367,HRH1_HUMAN
DB00716,P21462,FPR1_HUMAN
DB00717,P06401,PRGR_HUMAN
DB00719,P35367,HRH1_HUMAN
DB00720,P05141,ADT2_HUMAN
DB00720,P12235,ADT1_HUMAN
DB00720,P12236,ADT3_HUMAN
DB00720,P18031,PTN1_HUMAN
DB00721,Q9Y5Y9,SC10A_HUMAN
DB00721,Q8TCU5,NMD3A_HUMAN
DB00721,Q9GZZ6,ACH10_HUMAN
DB00721,P46098,5HT3R_HUMAN
DB00721,Q01959,SC6A3_HUMAN
DB00722,P22966,ACET_HUMAN
DB00722,P01019,ANGT_HUMAN
DB00722,P12821,ACE_HUMAN
DB00723,P35348,ADA1A_HUMAN
DB00723,P35368,ADA1B_HUMAN
DB00724,Q9NYK1,TLR7_HUMAN
DB00725,P08172,ACM2_HUMAN
DB00725,P11229,ACM1_HUMAN
DB00725,P08173,ACM4_HUMAN
DB00725,P08912,ACM5_HUMAN
DB00725,P20309,ACM3_HUMAN
DB00726,P31645,SC6A4_HUMAN
DB00726,P23975,SC6A2_HUMAN
DB00727,P16066,ANPRA_HUMAN
DB00727,P05091,ALDH2_HUMAN
DB00728,Q15822,ACHA2_HUMAN
DB00728,P08172,ACM2_HUMAN
DB00729,P20309,ACM3_HUMAN
DB00731,P48048,IRK1_HUMAN
DB00731,Q09428,ABCC8_HUMAN
DB00731,Q14654,IRK11_HUMAN
DB00732,Q15822,ACHA2_HUMAN
DB00734,P35367,HRH1_HUMAN
DB00734,P14416,DRD2_HUMAN
DB00734,P35348,ADA1A_HUMAN
DB00734,P08588,ADRB1_HUMAN
DB00734,P28223,5HT2A_HUMAN
DB00734,P35368,ADA1B_HUMAN
DB00735,Q14534,ERG1_HUMAN
DB00736,P20648,ATP4A_HUMAN
DB00736,P05023,AT1A1_HUMAN
DB00736,P54707,AT12A_HUMAN
DB00737,P35367,HRH1_HUMAN
DB00740,Q14524,SCN5A_HUMAN
DB00740,Q8TCU5,NMD3A_HUMAN
DB00741,P04083,ANXA1_HUMAN
DB00741,P04150,GCR_HUMAN
DB00741,P01189,COLI_HUMAN
DB00741,P35228,NOS2A_HUMAN
DB00741,P09917,LOX5_HUMAN
DB00743,P02768,ALBU_HUMAN
DB00744,P16050,LOX15_HUMAN
DB00744,P09917,LOX5_HUMAN
DB00744,P10145,IL8_HUMAN
DB00745,Q01959,SC6A3_HUMAN
DB00745,P35368,ADA1B_HUMAN
DB00747,P11229,ACM1_HUMAN
DB00748,P35367,HRH1_HUMAN
DB00748,P11229,ACM1_HUMAN
DB00749,P23219,PGH1_HUMAN
DB00749,P35354,PGH2_HUMAN
DB00749,P02768,ALBU_HUMAN
DB00750,Q14524,SCN5A_HUMAN
DB00751,P35367,HRH1_HUMAN
DB00751,P25021,HRH2_HUMAN
DB00751,P35348,ADA1A_HUMAN
DB00751,P08913,ADA2A_HUMAN
DB00751,P28223,5HT2A_HUMAN
DB00752,P28223,5HT2A_HUMAN
DB00752,P27338,AOFB_HUMAN
DB00752,P21397,AOFA_HUMAN
DB00752,P14416,DRD2_HUMAN
DB00753,P98194,AT2C1_HUMAN
DB00753,P30049,ATPD_HUMAN
DB00753,P14867,GBRA1_HUMAN
DB00753,Q09470,KCNA1_HUMAN
DB00753,P42261,GRIA1_HUMAN
DB00753,P23415,GLRA1_HUMAN
DB00753,P62158,CALM_HUMAN
DB00754,Q14524,SCN5A_HUMAN
DB00755,P13631,RARG1_HUMAN
DB00755,P28702,RXRB_HUMAN
DB00755,P00352,AL1A1_HUMAN
DB00755,P22932,RARG2_HUMAN
DB00755,Q8NFJ5,RAI3_HUMAN
DB00755,P48443,RXRG_HUMAN
DB00755,P51843,DAX1_HUMAN
DB00755,O94788,AL1A2_HUMAN
DB00757,P46098,5HT3R_HUMAN
DB00758,Q9H244,P2Y12_HUMAN
DB00758,P05184,CP3A3_HUMAN
DB00758,P16109,LYAM3_HUMAN
DB00761,P55011,S12A2_HUMAN
DB00761,Q13621,S12A1_HUMAN
DB00761,Q9H2X9,S12A5_HUMAN
DB00761,Q9UHW9,S12A6_HUMAN
DB00761,Q9Y666,S12A7_HUMAN
DB00761,Q9UP95,S12A4_HUMAN
DB00762,Q969P6,TOP1M_HUMAN
DB00762,P11387,TOP1_HUMAN
DB00763,P07202,PERT_HUMAN
DB00764,P04150,GCR_HUMAN
DB00764,P04083,ANXA1_HUMAN
DB00765,P07101,TY3H_HUMAN
DB00767,P08173,ACM4_HUMAN
DB00767,P11229,ACM1_HUMAN
DB00767,P08912,ACM5_HUMAN
DB00767,P08172,ACM2_HUMAN
DB00767,P20309,ACM3_HUMAN
DB00767,P35367,HRH1_HUMAN
DB00768,P35367,HRH1_HUMAN
DB00768,P23297,S10A1_HUMAN
DB00769,P04083,ANXA1_HUMAN
DB00769,P04150,GCR_HUMAN
DB00770,P43116,PE2R2_HUMAN
DB00770,P34995,PE2R1_HUMAN
DB00771,P11229,ACM1_HUMAN
DB00773,P11388,TOP2A_HUMAN
DB00773,O14733,MP2K7_HUMAN
DB00774,Q13621,S12A1_HUMAN
DB00774,P05023,AT1A1_HUMAN
DB00774,P22748,CAH4_HUMAN
DB00774,Q12791,KCMA1_HUMAN
DB00774,P00918,CAH2_HUMAN
DB00774,P00915,CAH1_HUMAN
DB00775,P16109,LYAM3_HUMAN
DB00776,Q14524,SCN5A_HUMAN
DB00777,P20309,ACM3_HUMAN
DB00777,P35368,ADA1B_HUMAN
DB00777,P21728,DRD1_HUMAN
DB00777,P25100,ADA1D_HUMAN
DB00777,P08912,ACM5_HUMAN
DB00777,P28223,5HT2A_HUMAN
DB00777,P21917,DRD4_HUMAN
DB00777,P14416,DRD2_HUMAN
DB00777,P08172,ACM2_HUMAN
DB00777,P08173,ACM4_HUMAN
DB00777,P35367,HRH1_HUMAN
DB00777,P28335,5HT2C_HUMAN
DB00777,P35348,ADA1A_HUMAN
DB00777,P11229,ACM1_HUMAN
DB00778,P08183,MDR1_HUMAN
DB00780,Q16853,AOC3_HUMAN
DB00780,P27338,AOFB_HUMAN
DB00780,P21397,AOFA_HUMAN
DB00782,P11229,ACM1_HUMAN
DB00783,P03372,ESR1_HUMAN
DB00783,O75469,PXR_HUMAN
DB00783,Q92731,ESR2_HUMAN
DB00784,P35354,PGH2_HUMAN
DB00784,P23219,PGH1_HUMAN
DB00786,P08253,MMP2_HUMAN
DB00786,P14780,MMP9_HUMAN
DB00786,P08254,MMP3_HUMAN
DB00787,P00491,PNPH_HUMAN
DB00788,P23219,PGH1_HUMAN
DB00788,P35354,PGH2_HUMAN
DB00790,P12821,ACE_HUMAN
DB00790,P10997,IAPP_HUMAN
DB00792,P35367,HRH1_HUMAN
DB00794,P14867,GBRA1_HUMAN
DB00795,Q9UPY5,XCT_HUMAN
DB00796,P30556,AGTR1_HUMAN
DB00797,P35348,ADA1A_HUMAN
DB00798,P98164,LRP2_HUMAN
DB00799,P10276,RARA_HUMAN
DB00799,P22932,RARG2_HUMAN
DB00799,P28702,RXRB_HUMAN
DB00799,P13631,RARG1_HUMAN
DB00799,P10826,RARB_HUMAN
DB00800,P21918,DRD5_HUMAN
DB00800,P21728,DRD1_HUMAN
DB00800,P18089,ADA2B_HUMAN
DB00800,P18825,ADA2C_HUMAN
DB00800,P08913,ADA2A_HUMAN
DB00801,P14867,GBRA1_HUMAN
DB00802,P35372,OPRM_HUMAN
DB00802,P02763,A1AG1_HUMAN
DB00802,P02768,ALBU_HUMAN
DB00802,P08183,MDR1_HUMAN
DB00802,P20815,CP3A5_HUMAN
DB00804,P11229,ACM1_HUMAN
DB00805,P21728,DRD1_HUMAN
DB00805,P14416,DRD2_HUMAN
DB00805,P28223,5HT2A_HUMAN
DB00805,P41595,5HT2B_HUMAN
DB00805,P28335,5HT2C_HUMAN
DB00805,P31645,SC6A4_HUMAN
DB00806,Q07343,PDE4B_HUMAN
DB00806,P27815,PDE4A_HUMAN
DB00806,P21589,5NTD_HUMAN
DB00806,O76074,PDE5A_HUMAN
DB00807,Q9Y5Y9,SC10A_HUMAN
DB00808,P51787,KCNQ1_HUMAN
DB00808,P15382,KCNE1_HUMAN
DB00809,P08173,ACM4_HUMAN
DB00810,Q15822,ACHA2_HUMAN
DB00810,P11229,ACM1_HUMAN
DB00811,P22413,ENPP1_HUMAN
DB00811,P20839,IMDH1_HUMAN
DB00812,P35354,PGH2_HUMAN
DB00812,Q16647,PTGIS_HUMAN
DB00813,P35372,OPRM_HUMAN
DB00813,P41143,OPRD_HUMAN
DB00814,P35354,PGH2_HUMAN
DB00815,P02768,ALBU_HUMAN
DB00816,P07550,ADRB2_HUMAN
DB00818,P14867,GBRA1_HUMAN
DB00818,O00519,FAAH_HUMAN
DB00818,P02768,ALBU_HUMAN
DB00819,P00915,CAH1_HUMAN
DB00819,P29972,AQP1_HUMAN
DB00819,O43570,CAH12_HUMAN
DB00819,P00918,CAH2_HUMAN
DB00820,P27815,PDE4A_HUMAN
DB00820,O76074,PDE5A_HUMAN
DB00821,P35354,PGH2_HUMAN
DB00822,P05091,ALDH2_HUMAN
DB00823,P03372,ESR1_HUMAN
DB00823,P06401,PRGR_HUMAN
DB00824,Q07343,PDE4B_HUMAN
DB00824,P29275,AA2BR_HUMAN
DB00824,P27815,PDE4A_HUMAN
DB00825,O75762,TRPA1_HUMAN
DB00825,Q8NET8,TRPV3_HUMAN
DB00829,P14867,GBRA1_HUMAN
DB00829,P47869,GBRA2_HUMAN
DB00829,P34903,GBRA3_HUMAN
DB00830,P23975,SC6A2_HUMAN
DB00830,Q01959,SC6A3_HUMAN
DB00830,P21397,AOFA_HUMAN
DB00831,P14416,DRD2_HUMAN
DB00831,P35348,ADA1A_HUMAN
DB00831,P20648,ATP4A_HUMAN
DB00831,Q9NYX4,D1IP_HUMAN
DB00834,P06401,PRGR_HUMAN
DB00834,P04150,GCR_HUMAN
DB00835,P35367,HRH1_HUMAN
DB00836,O00555,CAC1A_HUMAN
DB00836,P35372,OPRM_HUMAN
DB00836,Q13224,NMDE2_HUMAN
DB00836,Q14957,NMDE3_HUMAN
DB00836,O15399,NMDE4_HUMAN
DB00836,Q12879,NMDE1_HUMAN
DB00836,P62158,CALM_HUMAN
DB00836,P01189,COLI_HUMAN
DB00836,P41143,OPRD_HUMAN
DB00837,P14867,GBRA1_HUMAN
DB00837,Q9UBS5,GABR1_HUMAN
DB00838,P04083,ANXA1_HUMAN
DB00839,P48048,IRK1_HUMAN
DB00841,P08588,ADRB1_HUMAN
DB00842,P14867,GBRA1_HUMAN
DB00842,P02768,ALBU_HUMAN
DB00843,P22303,ACES_HUMAN
DB00843,P28223,5HT2A_HUMAN
DB00844,P41145,OPRK_HUMAN
DB00844,P35372,OPRM_HUMAN
DB00844,P41143,OPRD_HUMAN
DB00846,P08185,CBG_HUMAN
DB00846,P47712,PA24A_HUMAN
DB00847,P61278,SMS_HUMAN
DB00848,P02768,ALBU_HUMAN
DB00849,P14867,GBRA1_HUMAN
DB00850,P21728,DRD1_HUMAN
DB00850,P14416,DRD2_HUMAN
DB00850,P35348,ADA1A_HUMAN
DB00850,P62158,CALM_HUMAN
DB00850,P10635,CP2D6_HUMAN
DB00851,Q14181,DPOA2_HUMAN
DB00852,P35348,ADA1A_HUMAN
DB00852,P08913,ADA2A_HUMAN
DB00852,P07550,ADRB2_HUMAN
DB00854,P35372,OPRM_HUMAN
DB00855,P13716,HEM2_HUMAN
DB00857,Q14534,ERG1_HUMAN
DB00858,P03372,ESR1_HUMAN
DB00858,P10275,ANDR_HUMAN
DB00858,P16471,PRLR_HUMAN
DB00859,P29466,CASP1_HUMAN
DB00860,P08185,CBG_HUMAN
DB00861,P23219,PGH1_HUMAN
DB00861,P35354,PGH2_HUMAN
DB00861,P02766,TTHY_HUMAN
DB00861,P02768,ALBU_HUMAN
DB00862,O76074,PDE5A_HUMAN
DB00863,P25021,HRH2_HUMAN
DB00865,P08913,ADA2A_HUMAN
DB00865,P35348,ADA1A_HUMAN
DB00865,P16435,NCPR_HUMAN
DB00866,P08588,ADRB1_HUMAN
DB00866,P07550,ADRB2_HUMAN
DB00866,P08908,5HT1A_HUMAN
DB00867,P07550,ADRB2_HUMAN
DB00868,Q14524,SCN5A_HUMAN
DB00869,P00918,CAH2_HUMAN
DB00870,P23219,PGH1_HUMAN
DB00870,P35354,PGH2_HUMAN
DB00870,P02768,ALBU_HUMAN
DB00871,P07550,ADRB2_HUMAN
DB00872,P37288,V1AR_HUMAN
DB00872,P30518,V2R_HUMAN
DB00873,P04083,ANXA1_HUMAN
DB00873,P04150,GCR_HUMAN
DB00875,P35348,ADA1A_HUMAN
DB00875,P14416,DRD2_HUMAN
DB00875,P21728,DRD1_HUMAN
DB00875,P08183,MDR1_HUMAN
DB00875,Q9NYX4,D1IP_HUMAN
DB00876,P30556,AGTR1_HUMAN
DB00880,P55017,S12A3_HUMAN
DB00880,P00915,CAH1_HUMAN
DB00880,P00918,CAH2_HUMAN
DB00880,P22748,CAH4_HUMAN
DB00880,Q12791,KCMA1_HUMAN
DB00881,P22966,ACET_HUMAN
DB00881,P12821,ACE_HUMAN
DB00882,P03372,ESR1_HUMAN
DB00883,P16066,ANPRA_HUMAN
DB00885,P35367,HRH1_HUMAN
DB00887,Q13621,S12A1_HUMAN
DB00887,P13569,CFTR_HUMAN
DB00887,P55011,S12A2_HUMAN
DB00887,Q9UP95,S12A4_HUMAN
DB00887,Q9H2X9,S12A5_HUMAN
DB00889,P46098,5HT3R_HUMAN
DB00889,P50406,5HT6R_HUMAN
DB00890,P03372,ESR1_HUMAN
DB00892,Q9Y5Y9,SC10A_HUMAN
DB00894,P11511,CP19A_HUMAN
DB00895,P30273,FCERG_HUMAN
DB00896,P08185,CBG_HUMAN
DB00896,P04083,ANXA1_HUMAN
DB00898,P14867,GBRA1_HUMAN
DB00898,Q8TCU5,NMD3A_HUMAN
DB00898,P23415,GLRA1_HUMAN
DB00898,P23416,GLRA2_HUMAN
DB00899,P35372,OPRM_HUMAN
DB00901,P07550,ADRB2_HUMAN
DB00902,P35367,HRH1_HUMAN
DB00903,Q13621,S12A1_HUMAN
DB00903,P02768,ALBU_HUMAN
DB00903,P05023,AT1A1_HUMAN
DB00903,P09211,GSTP1_HUMAN
DB00904,P46098,5HT3R_HUMAN
DB00904,P50406,5HT6R_HUMAN
DB00905,P43088,PF2R_HUMAN
DB00905,P34995,PE2R1_HUMAN
DB00905,P43115,PE2R3_HUMAN
DB00906,P80404,GABT_HUMAN
DB00906,P30531,SC6A1_HUMAN
DB00907,P30531,SC6A1_HUMAN
DB00907,P23975,SC6A2_HUMAN
DB00907,Q14524,SCN5A_HUMAN
DB00907,Q9UI33,SC11A_HUMAN
DB00907,Q9Y5Y9,SC10A_HUMAN
DB00907,P31645,SC6A4_HUMAN
DB00907,P41145,OPRK_HUMAN
DB00907,P21728,DRD1_HUMAN
DB00907,P35462,DRD3_HUMAN
DB00907,Q01959,SC6A3_HUMAN
DB00908,Q14524,SCN5A_HUMAN
DB00908,P02763,A1AG1_HUMAN
DB00908,P08183,MDR1_HUMAN
DB00908,Q12809,KCNH2_HUMAN
DB00908,O00180,KCNK1_HUMAN
DB00908,Q9Y257,KCNK6_HUMAN
DB00909,P35498,SCN1A_HUMAN
DB00909,P00915,CAH1_HUMAN
DB00909,O43497,CAC1G_HUMAN
DB00910,P11473,VDR_HUMAN
DB00912,P48048,IRK1_HUMAN
DB00912,Q09428,ABCC8_HUMAN
DB00912,Q14654,IRK11_HUMAN
DB00913,P35372,OPRM_HUMAN
DB00914,Q13131,AAPK1_HUMAN
DB00915,P14416,DRD2_HUMAN
DB00915,P21728,DRD1_HUMAN
DB00917,P43116,PE2R2_HUMAN
DB00917,P34995,PE2R1_HUMAN
DB00917,P35408,PE2R4_HUMAN
DB00917,P43115,PE2R3_HUMAN
DB00918,P28221,5HT1D_HUMAN
DB00918,P28222,5HT1B_HUMAN
DB00920,Q13946,PDE7A_HUMAN
DB00920,P35367,HRH1_HUMAN
DB00920,Q9NP56,PDE7B_HUMAN
DB00921,P41145,OPRK_HUMAN
DB00921,P35372,OPRM_HUMAN
DB00922,P63316,TNNC1_HUMAN
DB00922,Q14654,IRK11_HUMAN
DB00922,Q15842,IRK8_HUMAN
DB00924,P28223,5HT2A_HUMAN
DB00925,P35348,ADA1A_HUMAN
DB00925,P62158,CALM_HUMAN
DB00926,P10276,RARA_HUMAN
DB00926,P22932,RARG2_HUMAN
DB00926,P28702,RXRB_HUMAN
DB00926,P13631,RARG1_HUMAN
DB00926,P10826,RARB_HUMAN
DB00926,P48443,RXRG_HUMAN
DB00926,P19793,RXRA_HUMAN
DB00926,P29762,RABP1_HUMAN
DB00927,P25021,HRH2_HUMAN
DB00928,P26358,DNMT1_HUMAN
DB00929,P43119,PI2R_HUMAN
DB00933,P14416,DRD2_HUMAN
DB00933,P28223,5HT2A_HUMAN
DB00934,P35367,HRH1_HUMAN
DB00934,P23975,SC6A2_HUMAN
DB00934,P35348,ADA1A_HUMAN
DB00934,P27338,AOFB_HUMAN
DB00935,P35348,ADA1A_HUMAN
DB00935,P08913,ADA2A_HUMAN
DB00936,P02768,ALBU_HUMAN
DB00936,P23219,PGH1_HUMAN
DB00936,P35354,PGH2_HUMAN
DB00937,P23975,SC6A2_HUMAN
DB00937,Q01959,SC6A3_HUMAN
DB00938,P07550,ADRB2_HUMAN
DB00939,P23219,PGH1_HUMAN
DB00939,P35354,PGH2_HUMAN
DB00939,P09917,LOX5_HUMAN
DB00940,P11229,ACM1_HUMAN
DB00941,P06276,CHLE_HUMAN
DB00942,P11229,ACM1_HUMAN
DB00944,P22303,ACES_HUMAN
DB00944,P06276,CHLE_HUMAN
DB00945,P23219,PGH1_HUMAN
DB00945,P35354,PGH2_HUMAN
DB00946,P02763,A1AG1_HUMAN
DB00946,P02768,ALBU_HUMAN
DB00947,P03372,ESR1_HUMAN
DB00949,Q8TCU5,NMD3A_HUMAN
DB00949,Q13224,NMDE2_HUMAN
DB00949,Q12879,NMDE1_HUMAN
DB00950,P35367,HRH1_HUMAN
DB00951,P80404,GABT_HUMAN
DB00952,P28221,5HT1D_HUMAN
DB00952,P28222,5HT1B_HUMAN
DB00952,P30939,5HT1F_HUMAN
DB00953,P28221,5HT1D_HUMAN
DB00953,P28222,5HT1B_HUMAN
DB00953,P30939,5HT1F_HUMAN
DB00953,Q13639,5HT4R_HUMAN
DB00956,P35372,OPRM_HUMAN
DB00956,P41143,OPRD_HUMAN
DB00956,P41145,OPRK_HUMAN
DB00957,P06401,PRGR_HUMAN
DB00957,P03372,ESR1_HUMAN
DB00957,Q92887,MRP2_HUMAN
DB00958,P02768,ALBU_HUMAN
DB00959,P04150,GCR_HUMAN
DB00959,P04083,ANXA1_HUMAN
DB00960,P08588,ADRB1_HUMAN
DB00960,P07550,ADRB2_HUMAN
DB00960,P08908,5HT1A_HUMAN
DB00960,P28222,5HT1B_HUMAN
DB00960,P13945,ADRB3_HUMAN
DB00961,Q9Y5Y9,SC10A_HUMAN
DB00962,P14867,GBRA1_HUMAN
DB00963,P23219,PGH1_HUMAN
DB00963,P35354,PGH2_HUMAN
DB00964,P08913,ADA2A_HUMAN
DB00966,P30556,AGTR1_HUMAN
DB00967,P35367,HRH1_HUMAN
DB00968,P08913,ADA2A_HUMAN
DB00969,P46098,5HT3R_HUMAN
DB00972,P35367,HRH1_HUMAN
DB00973,Q9UHC9,NPCL1_HUMAN
DB00975,Q9Y233,PDE10_HUMAN
DB00975,O76074,PDE5A_HUMAN
DB00975,P08183,MDR1_HUMAN
DB00975,P27815,PDE4A_HUMAN
DB00975,P00813,ADA_HUMAN
DB00976,P05184,CP3A3_HUMAN
DB00977,P03372,ESR1_HUMAN
DB00977,O75469,PXR_HUMAN
DB00978,P11388,TOP2A_HUMAN
DB00979,P11229,ACM1_HUMAN
DB00980,P49286,MTR1B_HUMAN
DB00980,P48039,MTR1A_HUMAN
DB00981,P22303,ACES_HUMAN
DB00982,P10276,RARA_HUMAN
DB00983,P07550,ADRB2_HUMAN
DB00984,P10275,ANDR_HUMAN
DB00985,P35367,HRH1_HUMAN
DB00986,P11229,ACM1_HUMAN
DB00987,P06746,DPOLB_HUMAN
DB00987,P02768,ALBU_HUMAN
DB00988,P21728,DRD1_HUMAN
DB00988,P09172,DOPO_HUMAN
DB00988,P08588,ADRB1_HUMAN
DB00989,P22303,ACES_HUMAN
DB00989,P06276,CHLE_HUMAN
DB00990,P11511,CP19A_HUMAN
DB00991,P35354,PGH2_HUMAN
DB00992,P01130,LDLR_HUMAN
DB00993,P20839,IMDH1_HUMAN
DB00993,P12268,IMDH2_HUMAN
DB00993,P49915,GUAA_HUMAN
DB00993,P36959,GMPR1_HUMAN
DB00993,Q9P2T1,GMPR2_HUMAN
DB00993,P30566,PUR8_HUMAN
DB00993,P23109,AMPD1_HUMAN
DB00993,Q01433,AMPD2_HUMAN
DB00993,Q01432,AMPD3_HUMAN
DB00993,P00492,HPRT_HUMAN
DB00993,Q06203,PUR1_HUMAN
DB00995,O14920,IKKB_HUMAN
DB00995,P02768,ALBU_HUMAN
DB00996,P30542,AA1R_HUMAN
DB00996,Q00975,CAC1B_HUMAN
DB00996,Q5SQC4,Q5SQC4_HUMAN
DB00996,P54687,BCAT1_HUMAN
DB00997,P11388,TOP2A_HUMAN
DB00998,P28221,5HT1D_HUMAN
DB00998,P28222,5HT1B_HUMAN
DB00999,P55017,S12A3_HUMAN
DB00999,P00915,CAH1_HUMAN
DB00999,P00918,CAH2_HUMAN
DB00999,P22748,CAH4_HUMAN
DB00999,Q12791,KCMA1_HUMAN
DB01000,P46059,S15A1_HUMAN
DB01001,P07550,ADRB2_HUMAN
DB01001,P10145,IL8_HUMAN
DB01002,Q9Y5Y9,SC10A_HUMAN
DB01003,Q12791,KCMA1_HUMAN
DB01003,P25815,S100P_HUMAN
DB01005,P23921,RIR1_HUMAN
DB01006,P03372,ESR1_HUMAN
DB01006,P04626,ERBB2_HUMAN
DB01006,P11511,CP19A_HUMAN
DB01009,P23219,PGH1_HUMAN
DB01009,P35354,PGH2_HUMAN
DB01009,O95742,O95742_HUMAN
DB01009,P02768,ALBU_HUMAN
DB01009,P10145,IL8_HUMAN
DB01010,P22303,ACES_HUMAN
DB01011,P08684,CP3A4_HUMAN
DB01012,P41180,CASR_HUMAN
DB01013,P04083,ANXA1_HUMAN
DB01014,P23219,PGH1_HUMAN
DB01014,P35354,PGH2_HUMAN
DB01016,P48048,IRK1_HUMAN
DB01016,O15438,MRP3_HUMAN
DB01016,O60706,ABCC9_HUMAN
DB01016,O95342,ABCBB_HUMAN
DB01016,O95477,ABCA1_HUMAN
DB01016,P13569,CFTR_HUMAN
DB01016,P33527,MRP1_HUMAN
DB01016,Q09428,ABCC8_HUMAN
DB01016,Q14654,IRK11_HUMAN
DB01016,P48544,IRK5_HUMAN
DB01017,P01584,IL1B_HUMAN
DB01017,P09917,LOX5_HUMAN
DB01017,P14780,MMP9_HUMAN
DB01017,P15692,VEGFA_HUMAN
DB01017,P29466,CASP1_HUMAN
DB01017,P42574,CASP3_HUMAN
DB01017,P99999,CYC_HUMAN
DB01018,P08913,ADA2A_HUMAN
DB01018,P35368,ADA1B_HUMAN
DB01019,P11229,ACM1_HUMAN
DB01020,P16066,ANPRA_HUMAN
DB01021,Q13621,S12A1_HUMAN
DB01021,P05023,AT1A1_HUMAN
DB01021,P22748,CAH4_HUMAN
DB01021,Q12791,KCMA1_HUMAN
DB01021,P00918,CAH2_HUMAN
DB01021,P00915,CAH1_HUMAN
DB01022,P38435,VKGC_HUMAN
DB01022,P02818,OSTC_HUMAN
DB01023,P62158,CALM_HUMAN
DB01024,P12268,IMDH2_HUMAN
DB01024,P20839,IMDH1_HUMAN
DB01025,Q9Y271,CLTR1_HUMAN
DB01025,P08700,IL3_HUMAN
DB01025,P80511,S10AC_HUMAN
DB01025,Q99584,S10AD_HUMAN
DB01026,Q16850,CP51A_HUMAN
DB01028,P98194,AT2C1_HUMAN
DB01028,P30049,ATPD_HUMAN
DB01028,P14867,GBRA1_HUMAN
DB01028,Q09470,KCNA1_HUMAN
DB01028,P42261,GRIA1_HUMAN
DB01028,P23415,GLRA1_HUMAN
DB01029,P30556,AGTR1_HUMAN
DB01029,P01019,ANGT_HUMAN
DB01029,P05412,JUN_HUMAN
DB01030,Q969P6,TOP1M_HUMAN
DB01030,P11387,TOP1_HUMAN
DB01030,Q9UNQ0,ABCG2_HUMAN
DB01031,P00918,CAH2_HUMAN
DB01031,P00915,CAH1_HUMAN
DB01032,O95820,O95820_HUMAN
DB01032,P02768,ALBU_HUMAN
DB01032,P33527,MRP1_HUMAN
DB01032,Q9NSA0,OAT4_HUMAN
DB01033,P20839,IMDH1_HUMAN
DB01033,P12268,IMDH2_HUMAN
DB01033,P49915,GUAA_HUMAN
DB01033,P36959,GMPR1_HUMAN
DB01033,Q9P2T1,GMPR2_HUMAN
DB01033,P30566,PUR8_HUMAN
DB01033,P23109,AMPD1_HUMAN
DB01033,Q01433,AMPD2_HUMAN
DB01033,Q01432,AMPD3_HUMAN
DB01033,P00492,HPRT_HUMAN
DB01033,Q06203,PUR1_HUMAN
DB01034,P49327,FAS_HUMAN
DB01035,Q14524,SCN5A_HUMAN
DB01035,P26358,DNMT1_HUMAN
DB01036,P11229,ACM1_HUMAN
DB01036,P08172,ACM2_HUMAN
DB01036,P20309,ACM3_HUMAN
DB01037,P27338,AOFB_HUMAN
DB01038,P21728,DRD1_HUMAN
DB01038,P21918,DRD5_HUMAN
DB01038,P14416,DRD2_HUMAN
DB01039,Q07869,PPARA_HUMAN
